label,Ort,Gemeindeschluessel,Gemeinde,Bundesland,Landkreis
"Belgern (Elbe-Elster, Brandenburg)",Belgern,12062341,Mühlberg/Elbe,Brandenburg,Elbe-Elster
"Belgern (Nordsachsen, Sachsen) [14730010]",Belgern,14730010,Arzberg,Sachsen,Nordsachsen
"Belgern (Nordsachsen, Sachsen) [14730045]",Belgern,14730045,Belgern-Schildau,Sachsen,Nordsachsen
Belgershain,Belgershain,14729020,Belgershain,Sachsen,Leipzig
Bell,Bell,07140009,Bell (Hunsrück),Rheinland-Pfalz,Rhein-Hunsrück-Kreis
Bellheim,Bellheim,07334001,Bellheim,Rheinland-Pfalz,Germersheim
Belm,Belm,03404000,Osnabrück,Niedersachsen,Osnabrück
Beltheim,Beltheim,07140010,Beltheim,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
Belum,Belum,03352004,Belum,Niedersachsen,Cuxhaven
Bendorf,Bendorf,01058014,Bendorf,Schleswig-Holstein,Rendsburg-Eckernförde
Benndorf,Benndorf,15087045,Benndorf,Sachsen-Anhalt,Mansfeld-Südharz
"Bentwisch (Rostock, Mecklenburg-Vorpommern) [13072012]",Bentwisch,13072012,Bentwisch,Mecklenburg-Vorpommern,Rostock
"Bentwisch (Rostock, Mecklenburg-Vorpommern) [13072019]",Bentwisch,13072019,Broderstorf,Mecklenburg-Vorpommern,Rostock
Bentzin,Bentzin,13075009,Bentzin,Mecklenburg-Vorpommern,Vorpommern-Greifswald
Benz,Benz,13074004,Benz,Mecklenburg-Vorpommern,Nordwestmecklenburg
Benzweiler,Benzweiler,07140011,Benzweiler,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
Beratzhausen,Beratzhausen,09375118,Beratzhausen,Bayern,Regensburg
Berching,Berching,09373112,Berching,Bayern,Neumarkt i.d. OPf.
"Berg (Hof, Bayern)",Berg,09475113,Berg,Bayern,Hof
"Berg (Neumarkt i.d. OPf., Bayern)",Berg,09373113,Berg b. Neumarkt i.d. OPf.,Bayern,Neumarkt i.d. OPf.
"Berg (Starnberg, Bayern)",Berg,09188113,Berg,Bayern,Starnberg
Berga,Berga,16076004,Berga/Elster,Thüringen,Greiz
"Berge (Osnabrück, Niedersachsen)",Berge,03459009,Berge,Niedersachsen,Osnabrück
"Berge (Prignitz, Brandenburg)",Berge,12070028,Berge,Brandenburg,Prignitz
"Bergen (Celle, Niedersachsen)",Bergen,03351004,Bergen,Niedersachsen,Celle
"Bergen (Vorpommern-Rügen, Mecklenburg-Vorpommern)",Bergen,13073010,Bergen auf Rügen,Mecklenburg-Vorpommern,Vorpommern-Rügen
"Bergen (Weißenburg-Gunzenhausen, Bayern)",Bergen,09577115,Bergen,Bayern,Weißenburg-Gunzenhausen
Bergenhusen,Bergenhusen,01059005,Bergenhusen,Schleswig-Holstein,Schleswig-Flensburg
Bergewöhrden,Bergewöhrden,01051008,Bergewöhrden,Schleswig-Holstein,Dithmarschen
Berghausen,Berghausen,07141010,Berghausen,Rheinland-Pfalz,Rhein-Lahn-Kreis
Bergheim,Bergheim,05362008,Bergheim,Nordrhein-Westfalen,Rhein-Erft-Kreis
Bergholz,Bergholz,13075011,Bergholz,Mecklenburg-Vorpommern,Vorpommern-Greifswald
Berghülen,Berghülen,08425017,Berghülen,Baden-Württemberg,Alb-Donau-Kreis
Bergkamen,Bergkamen,05978004,Bergkamen,Nordrhein-Westfalen,Unna
Berglicht,Berglicht,07231006,Berglicht,Rheinland-Pfalz,Bernkastel-Wittlich
Bergneustadt,Bergneustadt,05374004,Bergneustadt,Nordrhein-Westfalen,Oberbergischer Kreis
Bergtheim,Bergtheim,09679117,Bergtheim,Bayern,Würzburg
Berlin,Berlin,11000000,Berlin,Berlin,Berlin
Bermersheim,Bermersheim,07331009,Bermersheim,Rheinland-Pfalz,Alzey-Worms
"Bernau (Barnim, Brandenburg) [12060005]",Bernau,12060005,Ahrensfelde,Brandenburg,Barnim
"Bernau (Barnim, Brandenburg) [12060020]",Bernau,12060020,Bernau bei Berlin,Brandenburg,Barnim
Bernburg,Bernburg,15089030,Bernburg (Saale),Sachsen-Anhalt,Salzlandkreis
Berndroth,Berndroth,07141011,Berndroth,Rheinland-Pfalz,Rhein-Lahn-Kreis
Berne,Berne,03461001,Berne,Niedersachsen,Wesermarsch
Bernitt,Bernitt,13072013,Bernitt,Mecklenburg-Vorpommern,Rostock
"Bernsdorf (Bautzen, Sachsen)",Bernsdorf,14625030,Bernsdorf,Sachsen,Bautzen
"Bernsdorf (Zwickau, Sachsen)",Bernsdorf,14524010,Bernsdorf,Sachsen,Zwickau
Bernstadt,Bernstadt,14626030,Bernstadt a.d. Eigen,Sachsen,Görlitz
Berschweiler,Berschweiler,07134008,Berschweiler bei Baumholder,Rheinland-Pfalz,Birkenfeld
Bersenbrück,Bersenbrück,03459010,Bersenbrück,Niedersachsen,Osnabrück
Bersteland,Bersteland,12061017,Bersteland,Brandenburg,Dahme-Spreewald
Berumbur,Berumbur,03452003,Berumbur,Niedersachsen,Aurich
Berzhahn,Berzhahn,07143209,Berzhahn,Rheinland-Pfalz,Westerwaldkreis
Bescheid,Bescheid,07235005,Bescheid,Rheinland-Pfalz,Trier-Saarburg
Beschendorf,Beschendorf,01055006,Beschendorf,Schleswig-Holstein,Ostholstein
Besdorf,Besdorf,01061011,Besdorf,Schleswig-Holstein,Steinburg
Beseritz,Beseritz,13071009,Beseritz,Mecklenburg-Vorpommern,Mecklenburgische Seenplatte
Besigheim,Besigheim,08118007,Besigheim,Baden-Württemberg,Ludwigsburg
Bestwig,Bestwig,05958008,Bestwig,Nordrhein-Westfalen,Hochsauerlandkreis
Bethenhausen,Bethenhausen,16076006,Bethenhausen,Thüringen,Greiz
Betzendorf,Betzendorf,03355008,Betzendorf,Niedersachsen,Lüneburg
Betzenstein,Betzenstein,09472118,Betzenstein,Bayern,Bayreuth
Betzigau,Betzigau,09780114,Betzigau,Bayern,Oberallgäu
Beuna,Beuna,15088220,Merseburg,Sachsen-Anhalt,Saalekreis
Beuren,Beuren,07135008,Beuren,Rheinland-Pfalz,Cochem-Zell
Beverstedt,Beverstedt,03352059,Beverstedt,Niedersachsen,Cuxhaven
Beverungen,Beverungen,05762008,Beverungen,Nordrhein-Westfalen,Höxter
Bexbach,Bexbach,10043114,Neunkirchen,Saarland,Neunkirchen
Beyern,Beyern,12062128,Falkenberg/Elster,Brandenburg,Elbe-Elster
Biberach,Biberach,08426021,Biberach an der Riß,Baden-Württemberg,Biberach
Biberbach,Biberbach,09772121,Biberbach,Bayern,Augsburg
"Bickenbach (Rhein-Hunsrück-Kreis, Rheinland-Pfalz) [07140010]",Bickenbach,07140010,Beltheim,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
"Bickenbach (Rhein-Hunsrück-Kreis, Rheinland-Pfalz) [07140014]",Bickenbach,07140014,Bickenbach,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
Bidingen,Bidingen,09777112,Biessenhofen,Bayern,Ostallgäu
Biebelnheim,Biebelnheim,07331010,Biebelnheim,Rheinland-Pfalz,Alzey-Worms
Biebelried,Biebelried,09675113,Biebelried,Bayern,Kitzingen
Bieberehren,Bieberehren,09679118,Bieberehren,Bayern,Würzburg
Biebern,Biebern,07140015,Biebern,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
Bieberstein,Bieberstein,14522480,Reinsberg,Sachsen,Mittelsachsen
Biedenkopf,Biedenkopf,06534004,Biedenkopf,Hessen,Marburg-Biedenkopf
Biederbach,Biederbach,08316003,Biederbach,Baden-Württemberg,Emmendingen
Biedesheim,Biedesheim,07333006,Biedesheim,Rheinland-Pfalz,Donnersbergkreis
Bielefeld,Bielefeld,05711000,Bielefeld,Nordrhein-Westfalen,Bielefeld
Bienenbüttel,Bienenbüttel,03360004,Bienenbüttel,Niedersachsen,Uelzen
Biere,Biere,15089042,Bördeland,Sachsen-Anhalt,Salzlandkreis
Biesenthal,Biesenthal,12060024,Biesenthal,Brandenburg,Barnim
Billerbeck,Billerbeck,05558008,Billerbeck,Nordrhein-Westfalen,Coesfeld
Bilshausen,Bilshausen,03152002,Bilshausen,Niedersachsen,Göttingen
Bimöhlen,Bimöhlen,01060009,Bimöhlen,Schleswig-Holstein,Segeberg
Bingen,Bingen,08437008,Bingen,Baden-Württemberg,Sigmaringen
Binnen,Binnen,03256002,Binnen,Niedersachsen,Nienburg (Weser)
Bippen,Bippen,03459011,Bippen,Niedersachsen,Osnabrück
Birgland,Birgland,09371116,Birgland,Bayern,Amberg-Sulzbach
Birkenfeld,Birkenfeld,07134010,Birkenfeld,Rheinland-Pfalz,Birkenfeld
Birstein,Birstein,06435004,Birstein,Hessen,Main-Kinzig-Kreis
Bischoffen,Bischoffen,06532002,Bischoffen,Hessen,Lahn-Dill-Kreis
Bischofsmais,Bischofsmais,09276116,Bischofsmais,Bayern,Regen
Bischofswerda,Bischofswerda,14625040,Bischofswerda,Sachsen,Bautzen
Bismark,Bismark,15090070,Bismark (Altmark),Sachsen-Anhalt,Stendal
Bissee,Bissee,01058016,Bissee,Schleswig-Holstein,Rendsburg-Eckernförde
Bissendorf,Bissendorf,03459012,Bissendorf,Niedersachsen,Osnabrück
Bisterschied,Bisterschied,07333008,Bisterschied,Rheinland-Pfalz,Donnersbergkreis
Bitburg,Bitburg,07232018,Bitburg,Rheinland-Pfalz,Eifelkreis Bitburg-Prüm
Bitterfeld-Wolfen,Bitterfeld-Wolfen,15082015,Bitterfeld-Wolfen,Sachsen-Anhalt,Anhalt-Bitterfeld
Blankenburg,Blankenburg,16064007,Blankenburg,Thüringen,Unstrut-Hainich-Kreis
Blankenhain,Blankenhain,16071008,Blankenhain,Thüringen,Weimarer Land
"Blankenheim (Euskirchen, Nordrhein-Westfalen)",Blankenheim,05366008,Blankenheim,Nordrhein-Westfalen,Euskirchen
"Blankenheim (Mansfeld-Südharz, Sachsen-Anhalt)",Blankenheim,15087070,Blankenheim,Sachsen-Anhalt,Mansfeld-Südharz
"Blaubeuren (Alb-Donau-Kreis, Baden-Württemberg) [08425017]",Blaubeuren,08425017,Berghülen,Baden-Württemberg,Alb-Donau-Kreis
"Blaubeuren (Alb-Donau-Kreis, Baden-Württemberg) [08425020]",Blaubeuren,08425020,Blaubeuren,Baden-Württemberg,Alb-Donau-Kreis
Blaufelden,Blaufelden,08127008,Blaufelden,Baden-Württemberg,Schwäbisch Hall
"Blaustein (Alb-Donau-Kreis, Baden-Württemberg)",Blaustein,08425141,Blaustein,Baden-Württemberg,Alb-Donau-Kreis
"Blaustein (Ulm, Baden-Württemberg)",Blaustein,08421000,Ulm,Baden-Württemberg,Ulm
Bleckede,Bleckede,03355009,Bleckede,Niedersachsen,Lüneburg
Bleicherode,Bleicherode,16062066,Bleicherode,Thüringen,Nordhausen
Blender,Blender,03361002,Blender,Niedersachsen,Verden
Blesewitz,Blesewitz,13075013,Blesewitz,Mecklenburg-Vorpommern,Vorpommern-Greifswald
Bliesdorf,Bliesdorf,12064061,Bliesdorf,Brandenburg,Märkisch-Oderland
Blieskastel,Blieskastel,10045112,Blieskastel,Saarland,Saarpfalz-Kreis
Bliestorf,Bliestorf,01053011,Bliestorf,Schleswig-Holstein,Herzogtum Lauenburg
"Blomberg (Lippe, Nordrhein-Westfalen) [05766012]",Blomberg,05766012,Barntrup,Nordrhein-Westfalen,Lippe
"Blomberg (Lippe, Nordrhein-Westfalen) [05766016]",Blomberg,05766016,Blomberg,Nordrhein-Westfalen,Lippe
"Blomberg (Wittmund, Niedersachsen)",Blomberg,03462001,Blomberg,Niedersachsen,Wittmund
Bobritzsch-Hilbersdorf,Bobritzsch-Hilbersdorf,14522035,Bobritzsch-Hilbersdorf,Sachsen,Mittelsachsen
Bocholt,Bocholt,05554008,Bocholt,Nordrhein-Westfalen,Borken
Bockenem,Bockenem,03254008,Bockenem,Niedersachsen,Hildesheim
Bockhorn,Bockhorn,03455025,Bockhorn,Niedersachsen,Friesland
Bodensee,Bodensee,03159006,Bodensee,Niedersachsen,Göttingen
Bohmstedt,Bohmstedt,01054012,Bohmstedt,Schleswig-Holstein,Nordfriesland
"Bohmte (Osnabrück, Niedersachsen) [03459003]",Bohmte,03459003,Bad Essen,Niedersachsen,Osnabrück
"Bohmte (Osnabrück, Niedersachsen) [03459013]",Bohmte,03459013,Bohmte,Niedersachsen,Osnabrück
Boitze,Boitze,03355010,Boitze,Niedersachsen,Lüneburg
Boitzenburger Land,Boitzenburger Land,12073069,Boitzenburger Land,Brandenburg,Uckermark
Bokel,Bokel,01058021,Bokel,Schleswig-Holstein,Rendsburg-Eckernförde
Bokelrehm,Bokelrehm,01061013,Bokelrehm,Schleswig-Holstein,Steinburg
Bokhorst,Bokhorst,01061014,Bokhorst,Schleswig-Holstein,Steinburg
Bolanden,Bolanden,07333010,Bolanden,Rheinland-Pfalz,Donnersbergkreis
Bollingstedt,Bollingstedt,01059010,Bollingstedt,Schleswig-Holstein,Schleswig-Flensburg
Bomlitz,Bomlitz,03358004,Bomlitz,Niedersachsen,Heidekreis
Bondelum,Bondelum,01054013,Bondelum,Schleswig-Holstein,Nordfriesland
Bonn,Bonn,05314000,Bonn,Nordrhein-Westfalen,Bonn
"Bonndorf (Breisgau-Hochschwarzwald, Baden-Württemberg)",Bonndorf,08315068,Lenzkirch,Baden-Württemberg,Breisgau-Hochschwarzwald
"Bonndorf (Waldshut, Baden-Württemberg)",Bonndorf,08337022,Bonndorf im Schwarzwald,Baden-Württemberg,Waldshut
Boostedt,Boostedt,01060011,Boostedt,Schleswig-Holstein,Segeberg
Bopfingen,Bopfingen,08136010,Bopfingen,Baden-Württemberg,Ostalbkreis
Boppard,Boppard,07140501,Boppard,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
Borchen,Borchen,05774012,Borchen,Nordrhein-Westfalen,Paderborn
Bordelum,Bordelum,01054014,Bordelum,Schleswig-Holstein,Nordfriesland
"Boren (Schleswig-Flensburg, Schleswig-Holstein) [01059094]",Boren,01059094,Ulsnis,Schleswig-Holstein,Schleswig-Flensburg
"Boren (Schleswig-Flensburg, Schleswig-Holstein) [01059187]",Boren,01059187,Boren,Schleswig-Holstein,Schleswig-Flensburg
Borgentreich,Borgentreich,05762012,Borgentreich,Nordrhein-Westfalen,Höxter
Borgholzhausen,Borgholzhausen,05754004,Borgholzhausen,Nordrhein-Westfalen,Gütersloh
Borgwedel,Borgwedel,01059012,Borgwedel,Schleswig-Holstein,Schleswig-Flensburg
"Borken (Borken, Nordrhein-Westfalen)",Borken,05554012,Borken,Nordrhein-Westfalen,Borken
"Borken (Schwalm-Eder-Kreis, Hessen)",Borken,06634001,Borken (Hessen),Hessen,Schwalm-Eder-Kreis
Borkum,Borkum,03457002,Borkum,Niedersachsen,Leer
Born,Born,13073012,Born a. Darß,Mecklenburg-Vorpommern,Vorpommern-Rügen
Borna,Borna,14729050,Borna,Sachsen,Leipzig
Borne,Borne,15089045,Borne,Sachsen-Anhalt,Salzlandkreis
"Bornheim (Alzey-Worms, Rheinland-Pfalz)",Bornheim,07331012,Bornheim,Rheinland-Pfalz,Alzey-Worms
"Bornheim (Rhein-Sieg-Kreis, Nordrhein-Westfalen)",Bornheim,05382012,Bornheim,Nordrhein-Westfalen,Rhein-Sieg-Kreis
Bornholt,Bornholt,01058025,Bornholt,Schleswig-Holstein,Rendsburg-Eckernförde
"Bornstedt (Börde, Sachsen-Anhalt)",Bornstedt,15083298,Hohe Börde,Sachsen-Anhalt,Börde
"Bornstedt (Mansfeld-Südharz, Sachsen-Anhalt)",Bornstedt,15087075,Bornstedt,Sachsen-Anhalt,Mansfeld-Südharz
Borrentin,Borrentin,13071014,Borrentin,Mecklenburg-Vorpommern,Mecklenburgische Seenplatte
Borstel,Borstel,03251008,Borstel,Niedersachsen,Diepholz
Bosau,Bosau,01055007,Bosau,Schleswig-Holstein,Ostholstein
Bosbüll,Bosbüll,01054016,Bosbüll,Schleswig-Holstein,Nordfriesland
Bothkamp,Bothkamp,01057011,Bothkamp,Schleswig-Holstein,Plön
Bottrop,Bottrop,05512000,Bottrop,Nordrhein-Westfalen,Bottrop
Bous,Bous,10044118,Schwalbach,Saarland,Saarlouis
Bovenau,Bovenau,01058026,Bovenau,Schleswig-Holstein,Rendsburg-Eckernförde
"Boxberg (Main-Tauber-Kreis, Baden-Württemberg)",Boxberg,08128014,Boxberg,Baden-Württemberg,Main-Tauber-Kreis
"Boxberg (Vulkaneifel, Rheinland-Pfalz)",Boxberg,07233010,Boxberg,Rheinland-Pfalz,Vulkaneifel
Brachtendorf,Brachtendorf,07135011,Brachtendorf,Rheinland-Pfalz,Cochem-Zell
Brachttal,Brachttal,06435004,Birstein,Hessen,Main-Kinzig-Kreis
Brackel,Brackel,03353004,Brackel,Niedersachsen,Harburg
Braderup,Braderup,01054017,Braderup,Schleswig-Holstein,Nordfriesland
Brake,Brake,03461002,Brake (Unterweser),Niedersachsen,Wesermarsch
"Brakel (Höxter, Nordrhein-Westfalen) [05762004]",Brakel,05762004,Bad Driburg,Nordrhein-Westfalen,Höxter
"Brakel (Höxter, Nordrhein-Westfalen) [05762016]",Brakel,05762016,Brakel,Nordrhein-Westfalen,Höxter
Brammer,Brammer,01058027,Brammer,Schleswig-Holstein,Rendsburg-Eckernförde
Bramsche,Bramsche,03459014,Bramsche,Niedersachsen,Osnabrück
Bramstedtlund,Bramstedtlund,01054018,Bramstedtlund,Schleswig-Holstein,Nordfriesland
Brauneberg,Brauneberg,07231012,Brauneberg,Rheinland-Pfalz,Bernkastel-Wittlich
Braunsbach,Braunsbach,08127009,Braunsbach,Baden-Württemberg,Schwäbisch Hall
Braunschweig,Braunschweig,03101000,Braunschweig,Niedersachsen,Braunschweig
Braunsdorf,Braunsdorf,14628410,Wilsdruff,Sachsen,Sächsische Schweiz-Osterzgebirge
Braunshorn,Braunshorn,07140018,Braunshorn,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
Breckerfeld,Breckerfeld,05954004,Breckerfeld,Nordrhein-Westfalen,Ennepe-Ruhr-Kreis
Breddenberg,Breddenberg,03454006,Breddenberg,Niedersachsen,Emsland
Breddin,Breddin,12068052,Breddin,Brandenburg,Ostprignitz-Ruppin
Bredstedt,Bredstedt,01054019,Bredstedt,Schleswig-Holstein,Nordfriesland
Breesen,Breesen,13071016,Breesen,Mecklenburg-Vorpommern,Mecklenburgische Seenplatte
Brehna,Brehna,15082340,Sandersdorf-Brehna,Sachsen-Anhalt,Anhalt-Bitterfeld
Breidenbach,Breidenbach,06534005,Breidenbach,Hessen,Marburg-Biedenkopf
Breit,Breit,07231202,Breit,Rheinland-Pfalz,Bernkastel-Wittlich
Breitenbach,Breitenbach,06632004,Breitenbach a. Herzberg,Hessen,Hersfeld-Rotenburg
Breitenberg,Breitenberg,09275118,Breitenberg,Bayern,Passau
Breitenfelde,Breitenfelde,01053014,Breitenfelde,Schleswig-Holstein,Herzogtum Lauenburg
Breitnau,Breitnau,08315016,Breitnau,Baden-Württemberg,Breisgau-Hochschwarzwald
Breitungen,Breitungen,16066013,Breitungen/Werra,Thüringen,Schmalkalden-Meiningen
Breklum,Breklum,01054020,Breklum,Schleswig-Holstein,Nordfriesland
Bremen,Bremen,04011000,Bremen,Bremen,Bremen
"Bremerhaven (Bremen, Bremen)",Bremerhaven,04011000,Bremen,Bremen,Bremen
"Bremerhaven (Bremerhaven, Bremen)",Bremerhaven,04012000,Bremerhaven,Bremen,Bremerhaven
Bremervörde,Bremervörde,03357008,Bremervörde,Niedersachsen,Rotenburg (Wümme)
Brest,Brest,03359008,Brest,Niedersachsen,Stade
Bretzfeld,Bretzfeld,08125107,Wüstenrot,Baden-Württemberg,Heilbronn
"Breuna (Höxter, Nordrhein-Westfalen)",Breuna,05762036,Warburg,Nordrhein-Westfalen,Höxter
"Breuna (Kassel, Hessen)",Breuna,06633004,Breuna,Hessen,Kassel
Breydin,Breydin,12060034,Breydin,Brandenburg,Barnim
Brieselang,Brieselang,12063036,Brieselang,Brandenburg,Havelland
Briesen,Briesen,12067072,Briesen (Mark),Brandenburg,Oder-Spree
Brieske,Brieske,12066304,Senftenberg,Brandenburg,Oberspreewald-Lausitz
Brietzig,Brietzig,13075017,Brietzig,Mecklenburg-Vorpommern,Vorpommern-Greifswald
"Brilon (Hochsauerlandkreis, Nordrhein-Westfalen)",Brilon,05958012,Brilon,Nordrhein-Westfalen,Hochsauerlandkreis
"Brilon (Paderborn, Nordrhein-Westfalen)",Brilon,05774040,Bad Wünnenberg,Nordrhein-Westfalen,Paderborn
Brimingen,Brimingen,07232502,Brimingen,Rheinland-Pfalz,Eifelkreis Bitburg-Prüm
Britz,Britz,12060036,Britz,Brandenburg,Barnim
Brockel,Brockel,03357009,Brockel,Niedersachsen,Rotenburg (Wümme)
Brockum,Brockum,03251009,Brockum,Niedersachsen,Diepholz
Brodersby,Brodersby,01058032,Brodersby,Schleswig-Holstein,Rendsburg-Eckernförde
Broderstorf,Broderstorf,13072019,Broderstorf,Mecklenburg-Vorpommern,Rostock
"Brokstedt (Segeberg, Schleswig-Holstein)",Brokstedt,01060035,Hasenkrug,Schleswig-Holstein,Segeberg
"Brokstedt (Steinburg, Schleswig-Holstein)",Brokstedt,01061019,Brokstedt,Schleswig-Holstein,Steinburg
Brombachtal,Brombachtal,06437005,Brombachtal,Hessen,Odenwaldkreis
Brome,Brome,03151005,Brome,Niedersachsen,Gifhorn
Bromskirchen,Bromskirchen,06635005,Bromskirchen,Hessen,Waldeck-Frankenberg
Bronkow,Bronkow,12066041,Bronkow,Brandenburg,Oberspreewald-Lausitz
Brottewitz,Brottewitz,12062341,Mühlberg/Elbe,Brandenburg,Elbe-Elster
Bruchhausen-Vilsen,Bruchhausen-Vilsen,03251049,Bruchhausen-Vilsen,Niedersachsen,Diepholz
Bruchmühlbach-Miesau,Bruchmühlbach-Miesau,07335003,Bruchmühlbach-Miesau,Rheinland-Pfalz,Kaiserslautern
Bruck,Bruck,09175114,Bruck,Bayern,Ebersberg
Bruckmühl,Bruckmühl,09187122,Bruckmühl,Bayern,Rosenheim
Brunn,Brunn,09375122,Brunn,Bayern,Regensburg
Brunsbüttel,Brunsbüttel,01051011,Brunsbüttel,Schleswig-Holstein,Dithmarschen
Bröckel,Bröckel,03351005,Bröckel,Niedersachsen,Celle
Brüggen,Brüggen,05166004,Brüggen,Nordrhein-Westfalen,Viersen
Brüssow,Brüssow,12073085,Brüssow,Brandenburg,Uckermark
Bubach,Bubach,07140020,Bubach,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
Bubenheim,Bubenheim,07333012,Bubenheim,Rheinland-Pfalz,Donnersbergkreis
Buch,Buch,07140021,Buch,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
Bucha,Bucha,16074008,Bucha,Thüringen,Saale-Holzland-Kreis
Buchbrunn,Buchbrunn,09675114,Buchbrunn,Bayern,Kitzingen
Buchen,Buchen,08225014,Buchen (Odenwald),Baden-Württemberg,Neckar-Odenwald-Kreis
Buchenberg,Buchenberg,09780117,Buchenberg,Bayern,Oberallgäu
"Buchet (Eifelkreis Bitburg-Prüm, Rheinland-Pfalz) [07232206]",Buchet,07232206,Bleialf,Rheinland-Pfalz,Eifelkreis Bitburg-Prüm
"Buchet (Eifelkreis Bitburg-Prüm, Rheinland-Pfalz) [07232208]",Buchet,07232208,Buchet,Rheinland-Pfalz,Eifelkreis Bitburg-Prüm
Buchfart,Buchfart,16071009,Buchfart,Thüringen,Weimarer Land
"Buchholz (Harburg, Niedersachsen)",Buchholz,03353005,Buchholz in der Nordheide,Niedersachsen,Harburg
"Buchholz (Heidekreis, Niedersachsen)",Buchholz,03358005,Buchholz (Aller),Niedersachsen,Heidekreis
Buckautal,Buckautal,12069089,Buckautal,Brandenburg,Potsdam-Mittelmark
Budenbach,Budenbach,07140023,Budenbach,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
Bunde,Bunde,03457024,Bunde,Niedersachsen,Leer
Bunsoh,Bunsoh,01051015,Bunsoh,Schleswig-Holstein,Dithmarschen
Burbach,Burbach,05970008,Burbach,Nordrhein-Westfalen,Siegen-Wittgenstein
"Burg (Eifelkreis Bitburg-Prüm, Rheinland-Pfalz)",Burg,07232022,Burg,Rheinland-Pfalz,Eifelkreis Bitburg-Prüm
"Burg (Jerichower Land, Sachsen-Anhalt)",Burg,15086015,Burg,Sachsen-Anhalt,Jerichower Land
"Burgdorf (Region Hannover, Niedersachsen)",Burgdorf,03241003,Burgdorf,Niedersachsen,Region Hannover
"Burgdorf (Wolfenbüttel, Niedersachsen)",Burgdorf,03158004,Burgdorf,Niedersachsen,Wolfenbüttel
Burgebrach,Burgebrach,09471120,Burgebrach,Bayern,Bamberg
Burghaslach,Burghaslach,09575116,Burghaslach,Bayern,Neustadt a.d. Aisch-Bad Windsheim
Burghaun,Burghaun,06631002,Burghaun,Hessen,Fulda
Burgheim,Burgheim,09185125,Burgheim,Bayern,Neuburg-Schrobenhausen
Burgkunstadt,Burgkunstadt,09478116,Burgkunstadt,Bayern,Lichtenfels
Burgoberbach,Burgoberbach,09571127,Burgoberbach,Bayern,Ansbach
Burgsalach,Burgsalach,09577120,Burgsalach,Bayern,Weißenburg-Gunzenhausen
Burgthann,Burgthann,09574117,Burgthann,Bayern,Nürnberger Land
Burgwald,Burgwald,06635006,Burgwald,Hessen,Waldeck-Frankenberg
Burgwedel,Burgwedel,03241004,Burgwedel,Niedersachsen,Region Hannover
Burk,Burk,09571128,Burk,Bayern,Ansbach
Burkau,Burkau,14625060,Burkau,Sachsen,Bautzen
Burladingen,Burladingen,08417013,Burladingen,Baden-Württemberg,Zollernalbkreis
Burow,Burow,13071022,Burow,Mecklenburg-Vorpommern,Mecklenburgische Seenplatte
Busenwurth,Busenwurth,01051017,Busenwurth,Schleswig-Holstein,Dithmarschen
Butjadingen,Butjadingen,03461003,Butjadingen,Niedersachsen,Wesermarsch
Buttenheim,Buttenheim,09471123,Buttenheim,Bayern,Bamberg
Buttenwiesen,Buttenwiesen,09773122,Buttenwiesen,Bayern,Dillingen a.d. Donau
"Buttstädt (Sömmerda, Thüringen) [16068006]",Buttstädt,16068006,Buttstädt,Thüringen,Sömmerda
"Buttstädt (Sömmerda, Thüringen) [16068063]",Buttstädt,16068063,Buttstädt,Thüringen,Sömmerda
Buxtehude,Buxtehude,03359010,Buxtehude,Niedersachsen,Stade
Bälau,Bälau,01053005,Bälau,Schleswig-Holstein,Herzogtum Lauenburg
"Bärnau (Neustadt a.d. Waldnaab, Bayern)",Bärnau,09374122,Flossenbürg,Bayern,Neustadt a.d. Waldnaab
"Bärnau (Tirschenreuth, Bayern)",Bärnau,09377112,Bärnau,Bayern,Tirschenreuth
Bärweiler,Bärweiler,07133009,Bärweiler,Rheinland-Pfalz,Bad Kreuznach
Böel,Böel,01059006,Böel,Schleswig-Holstein,Schleswig-Flensburg
Böhen,Böhen,09778119,Böhen,Bayern,Unterallgäu
Böhl-Iggelheim,Böhl-Iggelheim,07338005,Böhl-Iggelheim,Rheinland-Pfalz,Rhein-Pfalz-Kreis
Böhmenkirch,Böhmenkirch,08117010,Böhmenkirch,Baden-Württemberg,Göppingen
Bönen,Bönen,05915000,Hamm,Nordrhein-Westfalen,Hamm
Bönitz,Bönitz,12062500,Uebigau-Wahrenbrück,Brandenburg,Elbe-Elster
Börde-Hakel,Börde-Hakel,15089043,Börde-Hakel,Sachsen-Anhalt,Salzlandkreis
Börger,Börger,03454005,Börger,Niedersachsen,Emsland
Börgerende,Börgerende,13072017,Börgerende-Rethwisch,Mecklenburg-Vorpommern,Rostock
Börnichen,Börnichen,14521090,Börnichen/Erzgeb.,Sachsen,Erzgebirgskreis
Börrstadt,Börrstadt,07333009,Börrstadt,Rheinland-Pfalz,Donnersbergkreis
